Index,Species,Bin,ef
133,NOx,18,0.310243006
133,NOx,19,0.210925828
133,NOx,2,0.014244371
133,NOx,20,0.205157981
133,NOx,21,0.23869857
133,NOx,22,0.085253198
133,NOx,23,0.082555799
133,NOx,3,0.033914972
133,NOx,4,0.046442736
133,NOx,5,0.05475889
133,NOx,6,0.068677337
133,NOx,7,0.092951215
133,NOx,8,0.107421007
133,NOx,9,0.041276921
133,PM2.5,1,0.000365457
133,PM2.5,10,0.001023319
133,PM2.5,11,0.001240596
133,PM2.5,12,0.001391088
133,PM2.5,13,0.001717442
133,PM2.5,14,0.002609421
133,PM2.5,15,0.003610603
133,PM2.5,16,0.004478628
133,PM2.5,17,0.004177644
133,PM2.5,18,0.003081794
133,PM2.5,19,0.004715249
133,PM2.5,2,0.000258836
133,PM2.5,20,0.008767603
133,PM2.5,21,0.007437418
133,PM2.5,22,0.008144944
133,PM2.5,23,0.017166343
133,PM2.5,3,0.000511419
133,PM2.5,4,0.000656026
133,PM2.5,5,0.000842
133,PM2.5,6,0.001200675
133,PM2.5,7,0.00205399
133,PM2.5,8,0.002825124
133,PM2.5,9,0.000825012
134,CO,1,0.003145706
134,CO,10,0.00813706
134,CO,11,0.008924798
134,CO,12,0.01027944
134,CO,13,0.011198937
134,CO,14,0.014186041
134,CO,15,0.018365433
134,CO,16,0.018530128
134,CO,17,0.014607108
134,CO,18,0.016968905
134,CO,19,0.01632483
134,CO,2,0.004322943
134,CO,20,0.024431034
134,CO,21,0.021748563
134,CO,22,0.03117247
134,CO,23,0.025495352
134,CO,3,0.00654482
134,CO,4,0.008414622
134,CO,5,0.009064054
134,CO,6,0.01084789
134,CO,7,0.012622088
134,CO,8,0.017622039
134,CO,9,0.005759823
134,HC,1,0.001396361
134,HC,10,0.003246311
134,HC,11,0.003655575
134,HC,12,0.004084213
134,HC,13,0.004377197
134,HC,14,0.004440441
134,HC,15,0.00446127
134,HC,16,0.004820469
134,HC,17,0.004922385
134,HC,18,0.006765219
134,HC,19,0.005997148
134,HC,2,0.00114528
134,HC,20,0.0054217
134,HC,21,0.005640008
134,HC,22,0.004659383
134,HC,23,0.005531581
134,HC,3,0.002370097
134,HC,4,0.002690972
134,HC,5,0.003045465
134,HC,6,0.00356879
134,HC,7,0.00410911
134,HC,8,0.004349312
134,HC,9,0.002540374
134,NOx,1,0.012259183
134,NOx,10,0.050396144
134,NOx,11,0.061209573
134,NOx,12,0.066813231
134,NOx,13,0.077148616
134,NOx,14,0.090817869
134,NOx,15,0.106775502
134,NOx,16,0.123810606
134,NOx,17,0.073467118
134,NOx,18,0.217177925
134,NOx,19,0.147653397
134,NOx,2,0.009971419
134,NOx,20,0.143615758
134,NOx,21,0.167095016
134,NOx,22,0.059679387
134,NOx,23,0.057791141
134,NOx,3,0.023741336
134,NOx,4,0.032511086
134,NOx,5,0.038332604
134,NOx,6,0.048075867
134,NOx,7,0.065068194
134,NOx,8,0.075197413
134,NOx,9,0.028894886
134,PM2.5,1,0.000207543
134,PM2.5,10,0.000581144
134,PM2.5,11,0.000704536
134,PM2.5,12,0.000790001
134,PM2.5,13,0.000975337
134,PM2.5,14,0.001481893
134,PM2.5,15,0.002050466
134,PM2.5,16,0.002543418
134,PM2.5,17,0.002372489
134,PM2.5,18,0.001750155
134,PM2.5,19,0.002677796
134,PM2.5,2,0.000146993
134,PM2.5,20,0.004979132
134,PM2.5,21,0.004223719
134,PM2.5,22,0.004625524
134,PM2.5,23,0.009748787
134,PM2.5,3,0.000290436
134,PM2.5,4,0.000372558
134,PM2.5,5,0.000478173
134,PM2.5,6,0.000681865
134,PM2.5,7,0.001166463
134,PM2.5,8,0.001604392
134,PM2.5,9,0.000468525
135,CO,1,0.003145706
135,CO,10,0.00813706
135,CO,11,0.008924798
135,CO,12,0.01027944
135,CO,13,0.011198937
135,CO,14,0.014186041
135,CO,15,0.018365433
135,CO,16,0.018530128
135,CO,17,0.014607108
135,CO,18,0.016968905
135,CO,19,0.01632483
135,CO,2,0.004322943
135,CO,20,0.024431034
135,CO,21,0.021748563
135,CO,22,0.03117247
135,CO,23,0.025495352
135,CO,3,0.00654482
135,CO,4,0.008414622
135,CO,5,0.009064054
135,CO,6,0.01084789
135,CO,7,0.012622088
135,CO,8,0.017622039
135,CO,9,0.005759823
135,HC,1,0.001396361
135,HC,10,0.003246311
135,HC,11,0.003655575
135,HC,12,0.004084213
135,HC,13,0.004377197
135,HC,14,0.004440441
135,HC,15,0.00446127
135,HC,16,0.004820469
135,HC,17,0.004922385
135,HC,18,0.006765219
135,HC,19,0.005997148
135,HC,2,0.00114528
135,HC,20,0.0054217
135,HC,21,0.005640008
135,HC,22,0.004659383
135,HC,23,0.005531581
135,HC,3,0.002370097
135,HC,4,0.002690972
135,HC,5,0.003045465
135,HC,6,0.00356879
135,HC,7,0.00410911
135,HC,8,0.004349312
135,HC,9,0.002540374
135,NOx,1,0.010420527
135,NOx,10,0.04283763
135,NOx,11,0.052029239
135,NOx,12,0.056792449
135,NOx,13,0.065577713
135,NOx,14,0.077196824
135,NOx,15,0.0907611
135,NOx,16,0.105241245
135,NOx,17,0.062448373
135,NOx,18,0.184605146
135,NOx,19,0.125508046
135,NOx,2,0.008475885
135,NOx,20,0.12207598
135,NOx,21,0.142033772
135,NOx,22,0.050728554
135,NOx,23,0.04912351
135,NOx,3,0.020180563
135,NOx,4,0.027635009
135,NOx,5,0.032583403
135,NOx,6,0.040865352
135,NOx,7,0.055309136
135,NOx,8,0.063919155
135,NOx,9,0.024561173
135,PM2.5,1,4.06E-05
135,PM2.5,10,0.000113702
135,PM2.5,11,0.000137844
135,PM2.5,12,0.000154565
135,PM2.5,13,0.000190827
135,PM2.5,14,0.000289936
135,PM2.5,15,0.000401178
135,PM2.5,16,0.000497625
135,PM2.5,17,0.000464183
135,PM2.5,18,0.000342422
135,PM2.5,19,0.000523917
135,PM2.5,2,2.88E-05
135,PM2.5,20,0.000974178
135,PM2.5,21,0.00082638
135,PM2.5,22,0.000904994
135,PM2.5,23,0.001907371
135,PM2.5,3,5.68E-05
135,PM2.5,4,7.29E-05
135,PM2.5,5,9.36E-05
135,PM2.5,6,0.000133408
135,PM2.5,7,0.000228221
135,PM2.5,8,0.000313903
135,PM2.5,9,9.17E-05
210,CO,1,0.068390515
210,CO,10,0.176907089
210,CO,11,0.194033228
210,CO,12,0.223484378
210,CO,13,0.243475076
210,CO,14,0.308417436
210,CO,15,0.399281199
210,CO,16,0.402861838
210,CO,17,0.317571799
210,CO,18,0.368919414
210,CO,19,0.354916646
210,CO,2,0.093984706
210,CO,20,0.531152882
210,CO,21,0.472833539
210,CO,22,0.677717845
210,CO,23,0.554292126
210,CO,3,0.142290338
210,CO,4,0.182941534
210,CO,5,0.197060772
210,CO,6,0.235842982
210,CO,7,0.274415657
210,CO,8,0.383119153
210,CO,9,0.12522378
210,HC,1,0.053981789
210,HC,10,0.12549886
210,HC,11,0.141320556
210,HC,12,0.15789124
210,HC,13,0.169217692
210,HC,14,0.171662633
210,HC,15,0.172467863
210,HC,16,0.186354117
210,HC,17,0.190294076
210,HC,18,0.261536038
210,HC,19,0.231843235
210,HC,2,0.044275295
210,HC,20,0.209597038
210,HC,21,0.218036591
210,HC,22,0.180126708
210,HC,23,0.213844899
210,HC,3,0.091625391
210,HC,4,0.104030043
210,HC,5,0.117734368
210,HC,6,0.13796554
210,HC,7,0.158853749
210,HC,8,0.168139697
210,HC,9,0.098208099
210,NOx,1,0.007306067
210,NOx,10,0.030034432
210,NOx,11,0.036478878
210,NOx,12,0.039818472
210,NOx,13,0.045978019
210,NOx,14,0.054124441
210,NOx,15,0.063634662
210,NOx,16,0.07378702
210,NOx,17,0.043783968
210,NOx,18,0.129430848
210,NOx,19,0.087996533
210,NOx,2,0.005942635
210,NOx,20,0.085590234
210,NOx,21,0.099583094
210,NOx,22,0.035566938
210,NOx,23,0.034441605
210,NOx,3,0.014149049
210,NOx,4,0.01937553
210,NOx,5,0.022844962
210,NOx,6,0.028651624
210,NOx,7,0.038778488
210,NOx,8,0.044815167
210,NOx,9,0.017220394
210,PM2.5,1,0.00014889
210,PM2.5,10,0.000416908
210,PM2.5,11,0.000505428
210,PM2.5,12,0.00056674
210,PM2.5,13,0.000699698
210,PM2.5,14,0.001063097
210,PM2.5,15,0.001470986
210,PM2.5,16,0.001824626
210,PM2.5,17,0.001702003
210,PM2.5,18,0.001255546
210,PM2.5,19,0.001921027
210,PM2.5,2,0.000105452
210,PM2.5,20,0.003571986
210,PM2.5,21,0.003030059
210,PM2.5,22,0.00331831
210,PM2.5,23,0.006993695
210,PM2.5,3,0.000208356
210,PM2.5,4,0.00026727
210,PM2.5,5,0.000343037
210,PM2.5,6,0.000489164
210,PM2.5,7,0.000836811
210,PM2.5,8,0.001150977
210,PM2.5,9,0.000336116
211,CO,1,0.037405308
211,CO,10,0.096757045
211,CO,11,0.106123965
211,CO,12,0.122231891
211,CO,13,0.133165544
211,CO,14,0.168684928
211,CO,15,0.218381689
211,CO,16,0.220340073
211,CO,17,0.173691789
211,CO,18,0.201775703
211,CO,19,0.19411707
211,CO,2,0.05140372
211,CO,20,0.290507201
211,CO,21,0.25861019
211,CO,22,0.370669012
211,CO,23,0.303162911
211,CO,3,0.07782386
211,CO,4,0.100057506
211,CO,5,0.107779841
211,CO,6,0.128991269
211,CO,7,0.150088095
211,CO,8,0.209542066
211,CO,9,0.068489527
211,HC,1,0.035980643
211,HC,10,0.08364913
211,HC,11,0.094194812
211,HC,12,0.105239719
211,HC,13,0.112789174
211,HC,14,0.114418807
211,HC,15,0.11495552
211,HC,16,0.124211166
211,HC,17,0.126837278
211,HC,18,0.174322397
211,HC,19,0.154531164
211,HC,2,0.029510944
211,HC,20,0.13970334
211,HC,21,0.14532858
211,HC,22,0.120060393
211,HC,23,0.142534679
211,HC,3,0.061071345
211,HC,4,0.069339455
211,HC,5,0.07847384
211,HC,6,0.091958584
211,HC,7,0.105881264
211,HC,8,0.112070654
211,HC,9,0.065458937
211,NOx,1,0.004427786
211,NOx,10,0.018202136
211,NOx,11,0.022107743
211,NOx,12,0.024131678
211,NOx,13,0.027864624
211,NOx,14,0.032801701
211,NOx,15,0.038565297
211,NOx,16,0.044718055
211,NOx,17,0.026534937
211,NOx,18,0.078440568
211,NOx,19,0.053329621
211,NOx,2,0.003601488
211,NOx,20,0.051871302
211,NOx,21,0.060351567
211,NOx,22,0.021555069
211,NOx,23,0.02087307
211,NOx,3,0.008574922
211,NOx,4,0.011742391
211,NOx,5,0.013845013
211,NOx,6,0.017364096
211,NOx,7,0.023501404
211,NOx,8,0.027159887
211,NOx,9,0.010436287
211,PM2.5,1,9.02E-05
211,PM2.5,10,0.000252671
211,PM2.5,11,0.00030632
211,PM2.5,12,0.000343479
211,PM2.5,13,0.00042406
211,PM2.5,14,0.000644301
211,PM2.5,15,0.000891507
211,PM2.5,16,0.001105834
211,PM2.5,17,0.001031517
211,PM2.5,18,0.000760937
211,PM2.5,19,0.001164259
211,PM2.5,2,6.39E-05
211,PM2.5,20,0.00216484
211,PM2.5,21,0.001836399
211,PM2.5,22,0.002011097
211,PM2.5,23,0.004238603
211,PM2.5,3,0.000126276
211,PM2.5,4,0.000161982
211,PM2.5,5,0.000207901
211,PM2.5,6,0.000296463
211,PM2.5,7,0.000507158
211,PM2.5,8,0.000697562
211,PM2.5,9,0.000203707
212,CO,1,0.030799324
212,CO,10,0.079669218
212,CO,11,0.087381889
212,CO,12,0.100645066
212,CO,13,0.109647776
212,CO,14,0.138894242
212,CO,15,0.17981428
212,CO,16,0.181426803
212,CO,17,0.143016863
212,CO,18,0.166141003
212,CO,19,0.159834927
212,CO,2,0.04232554
212,CO,20,0.23920203
212,CO,21,0.212938207
212,CO,22,0.305206824
212,CO,23,0.249622672
212,CO,3,0.064079738
212,CO,4,0.0823868
212,CO,5,0.088745328
212,CO,6,0.106210701
212,CO,7,0.123581711
212,CO,8,0.172535784
212,CO,9,0.0563939
212,HC,1,0.023922148
212,HC,10,0.055615096
212,HC,11,0.062626515
212,HC,12,0.069969849
212,HC,13,0.074989192
212,HC,14,0.076072673
212,HC,15,0.076429512
212,HC,16,0.082583236
212,HC,17,0.084329237
212,HC,18,0.11590027
212,HC,19,0.102741839
212,HC,2,0.019620694
212,HC,20,0.092883388
212,HC,21,0.096623394
212,HC,22,0.079823546
212,HC,23,0.094765837
212,HC,3,0.040603993
212,HC,4,0.046101142
212,HC,5,0.052174244
212,HC,6,0.061139732
212,HC,7,0.070396388
212,HC,8,0.074511476
212,HC,9,0.043521135
212,NOx,1,0.003655241
212,NOx,10,0.01502629
212,NOx,11,0.01825046
212,NOx,12,0.019921266
212,NOx,13,0.0230029
212,NOx,14,0.027078572
212,NOx,15,0.031836556
212,NOx,16,0.036915802
212,NOx,17,0.021905212
212,NOx,18,0.064754527
212,NOx,19,0.044024851
212,NOx,2,0.002973113
212,NOx,20,0.042820975
212,NOx,21,0.049821632
212,NOx,22,0.017794214
212,NOx,23,0.017231208
212,NOx,3,0.007078799
212,NOx,4,0.009693619
212,NOx,5,0.011429383
212,NOx,6,0.014334468
212,NOx,7,0.019400959
212,NOx,8,0.022421123
212,NOx,9,0.0086154
212,PM2.5,1,2.71E-05
212,PM2.5,10,7.58E-05
212,PM2.5,11,9.19E-05
212,PM2.5,12,0.000103044
212,PM2.5,13,0.000127218
212,PM2.5,14,0.00019329
212,PM2.5,15,0.000267452
212,PM2.5,16,0.00033175
212,PM2.5,17,0.000309455
212,PM2.5,18,0.000228281
212,PM2.5,19,0.000349278
212,PM2.5,2,1.92E-05
212,PM2.5,20,0.000649452
212,PM2.5,21,0.00055092
212,PM2.5,22,0.000603329
212,PM2.5,23,0.001271581
212,PM2.5,3,3.79E-05
212,PM2.5,4,4.86E-05
212,PM2.5,5,6.24E-05
212,PM2.5,6,8.89E-05
212,PM2.5,7,0.000152147
212,PM2.5,8,0.000209268
212,PM2.5,9,6.11E-05
213,CO,1,0.008021551
213,CO,10,0.020749504
213,CO,11,0.022758236
213,CO,12,0.026212573
213,CO,13,0.02855729
213,CO,14,0.036174406
213,CO,15,0.046831853
213,CO,16,0.047251828
213,CO,17,0.037248125
213,CO,18,0.043270707
213,CO,19,0.041628317
213,CO,2,0.011023504
213,CO,20,0.062299136
213,CO,21,0.055458837
213,CO,22,0.0794898
213,CO,23,0.065013147
213,CO,3,0.016689291
213,CO,4,0.021457286
213,CO,5,0.023113338
213,CO,6,0.027662119
213,CO,7,0.032186323
213,CO,8,0.0449362
213,CO,9,0.014687548
213,HC,1,0.006602946
213,HC,10,0.015350773
213,HC,11,0.017286052
213,HC,12,0.019312945
213,HC,13,0.020698374
213,HC,14,0.020997435
213,HC,15,0.021095929
213,HC,16,0.022794468
213,HC,17,0.023276396
213,HC,18,0.031990572
213,HC,19,0.028358607
213,HC,2,0.005415667
213,HC,20,0.025637496
213,HC,21,0.026669806
213,HC,22,0.022032744
213,HC,23,0.026157086
213,HC,3,0.011207437
213,HC,4,0.01272475
213,HC,5,0.014401036
213,HC,6,0.016875673
213,HC,7,0.019430677
213,HC,8,0.020566516
213,HC,9,0.012012621
213,NOx,1,0.001178683
213,NOx,10,0.004845434
213,NOx,11,0.005885112
213,NOx,12,0.006423886
213,NOx,13,0.007417602
213,NOx,14,0.008731859
213,NOx,15,0.010266136
213,NOx,16,0.011904009
213,NOx,17,0.007063637
213,NOx,18,0.020880989
213,NOx,19,0.01419642
213,NOx,2,0.000958721
213,NOx,20,0.013808213
213,NOx,21,0.016065671
213,NOx,22,0.005737989
213,NOx,23,0.00555644
213,NOx,3,0.002282656
213,NOx,4,0.003125841
213,NOx,5,0.003685562
213,NOx,6,0.004622347
213,NOx,7,0.006256107
213,NOx,8,0.00723
213,NOx,9,0.002778154
213,PM2.5,1,1.65E-05
213,PM2.5,10,4.63E-05
213,PM2.5,11,5.62E-05
213,PM2.5,12,6.30E-05
213,PM2.5,13,7.77E-05
213,PM2.5,14,0.000118122
213,PM2.5,15,0.000163443
213,PM2.5,16,0.000202736
213,PM2.5,17,0.000189111
213,PM2.5,18,0.000139505
213,PM2.5,19,0.000213447
213,PM2.5,2,1.17E-05
213,PM2.5,20,0.000396887
213,PM2.5,21,0.000336673
213,PM2.5,22,0.000368701
213,PM2.5,23,0.000777077
213,PM2.5,3,2.32E-05
213,PM2.5,4,2.97E-05
213,PM2.5,5,3.81E-05
213,PM2.5,6,5.44E-05
213,PM2.5,7,9.30E-05
213,PM2.5,8,0.000127886
213,PM2.5,9,3.73E-05
214,CO,1,0.003388784
214,CO,10,0.008765833
214,CO,11,0.009614442
214,CO,12,0.011073761
214,CO,13,0.01206431
214,CO,14,0.015282235
214,CO,15,0.01978458
214,CO,16,0.019962002
214,CO,17,0.015735839
214,CO,18,0.018280138
214,CO,19,0.017586294
214,CO,2,0.004656988
214,CO,20,0.026318886
214,CO,21,0.023429134
214,CO,22,0.033581252
214,CO,23,0.027465447
214,CO,3,0.007050556
214,CO,4,0.009064843
214,CO,5,0.009764458
214,CO,6,0.011686136
214,CO,7,0.013597431
214,CO,8,0.018983742
214,CO,9,0.0062049
214,HC,1,0.001829341
214,HC,10,0.004252919
214,HC,11,0.004789086
214,HC,12,0.005350636
214,HC,13,0.005734468
214,HC,14,0.005817322
214,HC,15,0.00584461
214,HC,16,0.006315189
214,HC,17,0.006448706
214,HC,18,0.008862962
214,HC,19,0.007856729
214,HC,2,0.001500406
214,HC,20,0.007102847
214,HC,21,0.007388848
214,HC,22,0.006104154
214,HC,23,0.007246799
214,HC,3,0.003105011
214,HC,4,0.003525381
214,HC,5,0.003989795
214,HC,6,0.004675391
214,HC,7,0.005383253
214,HC,8,0.005697936
214,HC,9,0.003328087
214,NOx,1,0.000505465
214,NOx,10,0.002077911
214,NOx,11,0.002523765
214,NOx,12,0.002754813
214,NOx,13,0.003180957
214,NOx,14,0.003744561
214,NOx,15,0.004402519
214,NOx,16,0.005104903
214,NOx,17,0.003029163
214,NOx,18,0.008954581
214,NOx,19,0.006087978
214,NOx,2,0.000411137
214,NOx,20,0.0059215
214,NOx,21,0.006889586
214,NOx,22,0.002460673
214,NOx,23,0.002382818
214,NOx,3,0.000978892
214,NOx,4,0.001340482
214,NOx,5,0.001580512
214,NOx,6,0.001982242
214,NOx,7,0.002682862
214,NOx,8,0.003100505
214,NOx,9,0.001191381
214,PM2.5,1,9.02E-06
214,PM2.5,10,2.53E-05
214,PM2.5,11,3.06E-05
214,PM2.5,12,3.43E-05
214,PM2.5,13,4.24E-05
214,PM2.5,14,6.44E-05
214,PM2.5,15,8.92E-05
214,PM2.5,16,0.000110583
214,PM2.5,17,0.000103152
214,PM2.5,18,7.61E-05
214,PM2.5,19,0.000116426
214,PM2.5,2,6.39E-06
214,PM2.5,20,0.000216484
214,PM2.5,21,0.00018364
214,PM2.5,22,0.00020111
214,PM2.5,23,0.00042386
214,PM2.5,3,1.26E-05
214,PM2.5,4,1.62E-05
214,PM2.5,5,2.08E-05
214,PM2.5,6,2.96E-05
214,PM2.5,7,5.07E-05
214,PM2.5,8,6.98E-05
214,PM2.5,9,2.04E-05
215,CO,1,0.003388784
215,CO,10,0.008765833
215,CO,11,0.009614442
215,CO,12,0.011073761
215,CO,13,0.01206431
215,CO,14,0.015282235
215,CO,15,0.01978458
215,CO,16,0.019962002
215,CO,17,0.015735839
215,CO,18,0.018280138
215,CO,19,0.017586294
215,CO,2,0.004656988
215,CO,20,0.026318886
215,CO,21,0.023429134
215,CO,22,0.033581252
215,CO,23,0.027465447
215,CO,3,0.007050556
215,CO,4,0.009064843
215,CO,5,0.009764458
215,CO,6,0.011686136
215,CO,7,0.013597431
215,CO,8,0.018983742
215,CO,9,0.0062049
215,HC,1,0.001829341
215,HC,10,0.004252919
215,HC,11,0.004789086
215,HC,12,0.005350636
215,HC,13,0.005734468
215,HC,14,0.005817322
215,HC,15,0.00584461
215,HC,16,0.006315189
215,HC,17,0.006448706
215,HC,18,0.008862962
215,HC,19,0.007856729
215,HC,2,0.001500406
215,HC,20,0.007102847
215,HC,21,0.007388848
215,HC,22,0.006104154
215,HC,23,0.007246799
215,HC,3,0.003105011
215,HC,4,0.003525381
215,HC,5,0.003989795
215,HC,6,0.004675391
215,HC,7,0.005383253
215,HC,8,0.005697936
215,HC,9,0.003328087
215,NOx,1,0.000379651
215,NOx,10,0.001560702
215,NOx,11,0.001895579
215,NOx,12,0.002069117
215,NOx,13,0.00238919
215,NOx,14,0.002812509
215,NOx,15,0.003306695
215,NOx,16,0.00383425
215,NOx,17,0.002275179
215,NOx,18,0.006725712
215,NOx,19,0.004572629
215,NOx,2,0.000308802
215,NOx,20,0.004447589
215,NOx,21,0.005174711
215,NOx,22,0.001848191
215,NOx,23,0.001789715
215,NOx,3,0.000735238
215,NOx,4,0.001006825
215,NOx,5,0.00118711
215,NOx,6,0.001488846
215,NOx,7,0.002015076
215,NOx,8,0.002328764
215,NOx,9,0.000894836
215,PM2.5,1,9.02E-06
215,PM2.5,10,2.53E-05
215,PM2.5,11,3.06E-05
215,PM2.5,12,3.43E-05
215,PM2.5,13,4.24E-05
215,PM2.5,14,6.44E-05
215,PM2.5,15,8.92E-05
215,PM2.5,16,0.000110583
215,PM2.5,17,0.000103152
215,PM2.5,18,7.61E-05
215,PM2.5,19,0.000116426
215,PM2.5,2,6.39E-06
215,PM2.5,20,0.000216484
215,PM2.5,21,0.00018364
215,PM2.5,22,0.00020111
215,PM2.5,23,0.00042386
215,PM2.5,3,1.26E-05
215,PM2.5,4,1.62E-05
215,PM2.5,5,2.08E-05
215,PM2.5,6,2.96E-05
215,PM2.5,7,5.07E-05
215,PM2.5,8,6.98E-05
215,PM2.5,9,2.04E-05
220,CO,1,0.176059462
220,CO,10,0.455416473
220,CO,11,0.499504733
220,CO,12,0.575321587
220,CO,13,0.626784155
220,CO,14,0.793966943
220,CO,15,1.027879867
220,CO,16,1.037097598
220,CO,17,0.817533257
220,CO,18,0.949718742
220,CO,19,0.913671057
220,CO,2,0.241947249
220,CO,20,1.367360535
220,CO,21,1.21722755
220,CO,22,1.744666491
220,CO,23,1.426928485
220,CO,3,0.366301679
220,CO,4,0.470951098
220,CO,5,0.507298618
220,CO,6,0.607136659
220,CO,7,0.706435288
220,CO,8,0.986273495
220,CO,9,0.322366799
220,HC,1,0.074515868
220,HC,10,0.173237248
220,HC,11,0.195077342
220,HC,12,0.217951332
220,HC,13,0.233586243
220,HC,14,0.236961213
220,HC,15,0.238072743
220,HC,16,0.257241176
220,HC,17,0.262679851
220,HC,18,0.361021473
220,HC,19,0.320033854
220,HC,2,0.06111713
220,HC,20,0.289325449
220,HC,21,0.300975314
220,HC,22,0.248644929
220,HC,23,0.295189149
220,HC,3,0.126478683
220,HC,4,0.143601928
220,HC,5,0.162519228
220,HC,6,0.190446116
220,HC,7,0.21927997
220,HC,8,0.23209819
220,HC,9,0.13556538
220,NOx,1,0.012817623
220,NOx,10,0.052691827
220,NOx,11,0.063997838
220,NOx,12,0.069856757
220,NOx,13,0.080662948
220,NOx,14,0.094954873
220,NOx,15,0.111639421
220,NOx,16,0.129450521
220,NOx,17,0.076813748
220,NOx,18,0.227070977
220,NOx,19,0.154379416
220,NOx,2,0.010425644
220,NOx,20,0.150157852
220,NOx,21,0.174706654
220,NOx,22,0.062397948
220,NOx,23,0.060423686
220,NOx,3,0.024822819
220,NOx,4,0.033992056
220,NOx,5,0.040078759
220,NOx,6,0.050265855
220,NOx,7,0.068032229
220,NOx,8,0.078622862
220,NOx,9,0.030211127
220,PM2.5,1,0.000440653
220,PM2.5,10,0.001233879
220,PM2.5,11,0.001495863
220,PM2.5,12,0.00167732
220,PM2.5,13,0.002070825
220,PM2.5,14,0.003146339
220,PM2.5,15,0.004353525
220,PM2.5,16,0.005400156
220,PM2.5,17,0.005037241
220,PM2.5,18,0.003715909
220,PM2.5,19,0.005685465
220,PM2.5,2,0.000312094
220,PM2.5,20,0.010571636
220,PM2.5,21,0.00896775
220,PM2.5,22,0.009820858
220,PM2.5,23,0.020698512
220,PM2.5,3,0.000616649
220,PM2.5,4,0.00079101
220,PM2.5,5,0.001015251
220,PM2.5,6,0.001447727
220,PM2.5,7,0.002476622
220,PM2.5,8,0.003406426
220,PM2.5,9,0.000994768
221,CO,1,0.108369582
221,CO,10,0.280321729
221,CO,11,0.307459301
221,CO,12,0.35412672
221,CO,13,0.385803387
221,CO,14,0.488709126
221,CO,15,0.632689151
221,CO,16,0.638362925
221,CO,17,0.503214858
221,CO,18,0.584578766
221,CO,19,0.562390396
221,CO,2,0.14892538
221,CO,20,0.84164911
221,CO,21,0.749238009
221,CO,22,1.073891605
221,CO,23,0.878314869
221,CO,3,0.225469051
221,CO,4,0.289883731
221,CO,5,0.312256658
221,CO,6,0.373709798
221,CO,7,0.434830914
221,CO,8,0.607079251
221,CO,9,0.198425889
221,HC,1,0.073357647
221,HC,10,0.170544571
221,HC,11,0.192045199
221,HC,12,0.214563652
221,HC,13,0.229955545
221,HC,14,0.233278056
221,HC,15,0.23437231
221,HC,16,0.253242802
221,HC,17,0.258596942
221,HC,18,0.355410012
221,HC,19,0.315059475
221,HC,2,0.060167169
221,HC,20,0.28482838
221,HC,21,0.296297168
221,HC,22,0.244780169
221,HC,23,0.290600939
221,HC,3,0.124512788
221,HC,4,0.141369882
221,HC,5,0.159993145
221,HC,6,0.187485957
221,HC,7,0.215871638
221,HC,8,0.228490621
221,HC,9,0.133458248
221,NOx,1,0.00657546
221,NOx,10,0.027030989
221,NOx,11,0.03283099
221,NOx,12,0.035836625
221,NOx,13,0.041380217
221,NOx,14,0.048711997
221,NOx,15,0.057271196
221,NOx,16,0.066408318
221,NOx,17,0.039405572
221,NOx,18,0.116487763
221,NOx,19,0.07919688
221,NOx,2,0.005348372
221,NOx,20,0.077031211
221,NOx,21,0.089624784
221,NOx,22,0.032010244
221,NOx,23,0.030997445
221,NOx,3,0.012734145
221,NOx,4,0.017437977
221,NOx,5,0.020560466
221,NOx,6,0.025786462
221,NOx,7,0.034900639
221,NOx,8,0.04033365
221,NOx,9,0.015498355
221,PM2.5,1,0.000239126
221,PM2.5,10,0.000669579
221,PM2.5,11,0.000811748
221,PM2.5,12,0.000910218
221,PM2.5,13,0.001123758
221,PM2.5,14,0.001707399
221,PM2.5,15,0.002362493
221,PM2.5,16,0.00293046
221,PM2.5,17,0.00273352
221,PM2.5,18,0.002016483
221,PM2.5,19,0.003085286
221,PM2.5,2,0.000169362
221,PM2.5,20,0.005736826
221,PM2.5,21,0.004866458
221,PM2.5,22,0.005329408
221,PM2.5,23,0.011232298
221,PM2.5,3,0.000334632
221,PM2.5,4,0.000429251
221,PM2.5,5,0.000550938
221,PM2.5,6,0.000785627
221,PM2.5,7,0.001343969
221,PM2.5,8,0.001848538
221,PM2.5,9,0.000539823
222,CO,1,0.033344487
222,CO,10,0.08625284
222,CO,11,0.094602862
222,CO,12,0.108962068
222,CO,13,0.118708735
222,CO,14,0.150372039
222,CO,15,0.194673585
222,CO,16,0.196419362
222,CO,17,0.154835341
222,CO,18,0.17987039
222,CO,19,0.173043199
222,CO,2,0.045823194
222,CO,20,0.258968957
222,CO,21,0.230534772
222,CO,22,0.330428186
222,CO,23,0.270250729
222,CO,3,0.069375093
222,CO,4,0.089194994
222,CO,5,0.096078972
222,CO,6,0.11498763
222,CO,7,0.133794128
222,CO,8,0.186793616
222,CO,9,0.06105412
222,HC,1,0.032722468
222,HC,10,0.076074404
222,HC,11,0.085665137
222,HC,12,0.095709889
222,HC,13,0.102575714
222,HC,14,0.104057778
222,HC,15,0.104545889
222,HC,16,0.112963404
222,HC,17,0.115351713
222,HC,18,0.158536885
222,HC,19,0.140537818
222,HC,2,0.026838624
222,HC,20,0.127052706
222,HC,21,0.132168561
