Index,Species,Bin,ef
222,HC,22,0.109188498
222,HC,23,0.129627658
222,HC,3,0.055541118
222,HC,4,0.063060521
222,HC,5,0.071367755
222,HC,6,0.083631407
222,HC,7,0.09629334
222,HC,8,0.101922259
222,HC,9,0.059531398
222,NOx,1,0.006412122
222,NOx,10,0.026359524
222,NOx,11,0.03201545
222,NOx,12,0.034946423
222,NOx,13,0.04035231
222,NOx,14,0.047501964
222,NOx,15,0.055848548
222,NOx,16,0.064758699
222,NOx,17,0.038426716
222,NOx,18,0.113594143
222,NOx,19,0.077229586
222,NOx,2,0.005215515
222,NOx,20,0.075117713
222,NOx,21,0.087398455
222,NOx,22,0.031215092
222,NOx,23,0.030227451
222,NOx,3,0.012417821
222,NOx,4,0.017004808
222,NOx,5,0.020049732
222,NOx,6,0.025145912
222,NOx,7,0.034033688
222,NOx,8,0.03933174
222,NOx,9,0.015113367
222,PM2.5,1,0.000108283
222,PM2.5,10,0.000303206
222,PM2.5,11,0.000367584
222,PM2.5,12,0.000412174
222,PM2.5,13,0.000508872
222,PM2.5,14,0.000773162
222,PM2.5,15,0.001069808
222,PM2.5,16,0.001327001
222,PM2.5,17,0.00123782
222,PM2.5,18,0.000913124
222,PM2.5,19,0.001397111
222,PM2.5,2,7.67E-05
222,PM2.5,20,0.002597808
222,PM2.5,21,0.002203679
222,PM2.5,22,0.002413317
222,PM2.5,23,0.005086324
222,PM2.5,3,0.000151532
222,PM2.5,4,0.000194378
222,PM2.5,5,0.000249481
222,PM2.5,6,0.000355756
222,PM2.5,7,0.00060859
222,PM2.5,8,0.000837074
222,PM2.5,9,0.000244448
223,CO,1,0.01531387
223,CO,10,0.039612689
223,CO,11,0.043447541
223,CO,12,0.050042185
223,CO,13,0.054518463
223,CO,14,0.069060229
223,CO,15,0.089406265
223,CO,16,0.090208034
223,CO,17,0.071110056
223,CO,18,0.082607713
223,CO,19,0.079472241
223,CO,2,0.021044872
223,CO,20,0.118934714
223,CO,21,0.105875961
223,CO,22,0.151753254
223,CO,23,0.124116008
223,CO,3,0.031861374
223,CO,4,0.04096391
223,CO,5,0.044125463
223,CO,6,0.052809499
223,CO,7,0.061446617
223,CO,8,0.085787291
223,CO,9,0.028039864
223,HC,1,0.014840392
223,HC,10,0.034501491
223,HC,11,0.038851109
223,HC,12,0.043406635
223,HC,13,0.046520444
223,HC,14,0.047192595
223,HC,15,0.047413964
223,HC,16,0.051231501
223,HC,17,0.052314654
223,HC,18,0.071900122
223,HC,19,0.063737132
223,HC,2,0.012171933
223,HC,20,0.057621323
223,HC,21,0.059941481
223,HC,22,0.049519494
223,HC,23,0.058789123
223,HC,3,0.025189174
223,HC,4,0.028599396
223,HC,5,0.032366918
223,HC,6,0.037928766
223,HC,7,0.043671243
223,HC,8,0.046224088
223,HC,9,0.026998858
223,NOx,1,0.003781055
223,NOx,10,0.015543499
223,NOx,11,0.018878646
223,NOx,12,0.020606962
223,NOx,13,0.023794667
223,NOx,14,0.028010625
223,NOx,15,0.03293238
223,NOx,16,0.038186455
223,NOx,17,0.022659196
223,NOx,18,0.066983397
223,NOx,19,0.0455402
223,NOx,2,0.003075448
223,NOx,20,0.044294886
223,NOx,21,0.051536507
223,NOx,22,0.018406696
223,NOx,23,0.017824311
223,NOx,3,0.007322454
223,NOx,4,0.010027276
223,NOx,5,0.011822785
223,NOx,6,0.014827865
223,NOx,7,0.020068746
223,NOx,8,0.023192864
223,NOx,9,0.008911944
223,PM2.5,1,6.62E-05
223,PM2.5,10,0.000185292
223,PM2.5,11,0.000224635
223,PM2.5,12,0.000251884
223,PM2.5,13,0.000310977
223,PM2.5,14,0.000472488
223,PM2.5,15,0.000653772
223,PM2.5,16,0.000810945
223,PM2.5,17,0.000756446
223,PM2.5,18,0.00055802
223,PM2.5,19,0.00085379
223,PM2.5,2,4.69E-05
223,PM2.5,20,0.001587549
223,PM2.5,21,0.001346693
223,PM2.5,22,0.001474805
223,PM2.5,23,0.003108309
223,PM2.5,3,9.26E-05
223,PM2.5,4,0.000118787
223,PM2.5,5,0.000152461
223,PM2.5,6,0.000217406
223,PM2.5,7,0.000371916
223,PM2.5,8,0.000511545
223,PM2.5,9,0.000149385
224,CO,1,0.006434399
224,CO,10,0.016643987
224,CO,11,0.018255269
224,CO,12,0.021026128
224,CO,13,0.022906917
224,CO,14,0.029016903
224,CO,15,0.037565657
224,CO,16,0.037902535
224,CO,17,0.029878175
224,CO,18,0.034709123
224,CO,19,0.033391698
224,CO,2,0.008842383
224,CO,20,0.049972569
224,CO,21,0.044485698
224,CO,22,0.063761871
224,CO,23,0.052149583
224,CO,3,0.013387132
224,CO,4,0.017211727
224,CO,5,0.01854011
224,CO,6,0.022188865
224,CO,7,0.025817906
224,CO,8,0.03604508
224,CO,9,0.011781455
224,HC,1,0.006202439
224,HC,10,0.014419661
224,HC,11,0.016237553
224,HC,12,0.018141504
224,HC,13,0.019442899
224,HC,14,0.01972382
224,HC,15,0.01981634
224,HC,16,0.021411853
224,HC,17,0.021864549
224,HC,18,0.03005016
224,HC,19,0.026638495
224,HC,2,0.005087175
224,HC,20,0.024082435
224,HC,21,0.025052129
224,HC,22,0.020696331
224,HC,23,0.024570509
224,HC,3,0.010527642
224,HC,4,0.011952921
224,HC,5,0.01352753
224,HC,6,0.015852066
224,HC,7,0.018252095
224,HC,8,0.019319039
224,HC,9,0.011283986
224,NOx,1,0.002001995
224,NOx,10,0.008229979
224,NOx,11,0.009995874
224,NOx,12,0.010910983
224,NOx,13,0.012598811
224,NOx,14,0.014831078
224,NOx,15,0.017437051
224,NOx,16,0.020218981
224,NOx,17,0.011997601
224,NOx,18,0.035466399
224,NOx,19,0.024112645
224,NOx,2,0.00162839
224,NOx,20,0.023453276
224,NOx,21,0.027287573
224,NOx,22,0.009745986
224,NOx,23,0.009437624
224,NOx,3,0.003877096
224,NOx,4,0.005309247
224,NOx,5,0.006259934
224,NOx,6,0.007851064
224,NOx,7,0.010626009
224,NOx,8,0.012280168
224,NOx,9,0.0047187
224,PM2.5,1,6.62E-05
224,PM2.5,10,0.000185292
224,PM2.5,11,0.000224635
224,PM2.5,12,0.000251884
224,PM2.5,13,0.000310977
224,PM2.5,14,0.000472488
224,PM2.5,15,0.000653772
224,PM2.5,16,0.000810945
224,PM2.5,17,0.000756446
224,PM2.5,18,0.00055802
224,PM2.5,19,0.00085379
224,PM2.5,2,4.69E-05
224,PM2.5,20,0.001587549
224,PM2.5,21,0.001346693
224,PM2.5,22,0.001474805
224,PM2.5,23,0.003108309
224,PM2.5,3,9.26E-05
224,PM2.5,4,0.000118787
224,PM2.5,5,0.000152461
224,PM2.5,6,0.000217406
224,PM2.5,7,0.000371916
224,PM2.5,8,0.000511545
224,PM2.5,9,0.000149385
225,CO,1,0.006434399
225,CO,10,0.016643987
225,CO,11,0.018255269
225,CO,12,0.021026128
225,CO,13,0.022906917
225,CO,14,0.029016903
225,CO,15,0.037565657
225,CO,16,0.037902535
225,CO,17,0.029878175
225,CO,18,0.034709123
225,CO,19,0.033391698
225,CO,2,0.008842383
225,CO,20,0.049972569
225,CO,21,0.044485698
225,CO,22,0.063761871
225,CO,23,0.052149583
225,CO,3,0.013387132
225,CO,4,0.017211727
225,CO,5,0.01854011
225,CO,6,0.022188865
225,CO,7,0.025817906
225,CO,8,0.03604508
225,CO,9,0.011781455
225,HC,1,0.006202439
225,HC,10,0.014419661
225,HC,11,0.016237553
225,HC,12,0.018141504
225,HC,13,0.019442899
225,HC,14,0.01972382
225,HC,15,0.01981634
225,HC,16,0.021411853
225,HC,17,0.021864549
225,HC,18,0.03005016
225,HC,19,0.026638495
225,HC,2,0.005087175
225,HC,20,0.024082435
225,HC,21,0.025052129
225,HC,22,0.020696331
225,HC,23,0.024570509
225,HC,3,0.010527642
225,HC,4,0.011952921
225,HC,5,0.01352753
225,HC,6,0.015852066
225,HC,7,0.018252095
225,HC,8,0.019319039
225,HC,9,0.011283986
225,NOx,1,0.001500944
225,NOx,10,0.006170216
225,NOx,11,0.00749415
225,NOx,12,0.00818023
225,NOx,13,0.009445635
225,NOx,14,0.011119221
225,NOx,15,0.013072982
225,NOx,16,0.015158663
225,NOx,17,0.008994894
225,NOx,18,0.026590023
225,NOx,19,0.018077838
225,NOx,2,0.001220843
225,NOx,20,0.017583492
225,NOx,21,0.020458158
225,NOx,22,0.007306803
225,NOx,23,0.007075617
225,NOx,3,0.002906753
225,NOx,4,0.003980471
225,NOx,5,0.004693225
225,NOx,6,0.005886134
225,NOx,7,0.007966578
225,NOx,8,0.009206741
225,NOx,9,0.003537725
225,PM2.5,1,6.62E-05
225,PM2.5,10,0.000185292
225,PM2.5,11,0.000224635
225,PM2.5,12,0.000251884
225,PM2.5,13,0.000310977
225,PM2.5,14,0.000472488
225,PM2.5,15,0.000653772
225,PM2.5,16,0.000810945
225,PM2.5,17,0.000756446
225,PM2.5,18,0.00055802
225,PM2.5,19,0.00085379
225,PM2.5,2,4.69E-05
225,PM2.5,20,0.001587549
225,PM2.5,21,0.001346693
225,PM2.5,22,0.001474805
225,PM2.5,23,0.003108309
225,PM2.5,3,9.26E-05
225,PM2.5,4,0.000118787
225,PM2.5,5,0.000152461
225,PM2.5,6,0.000217406
225,PM2.5,7,0.000371916
225,PM2.5,8,0.000511545
225,PM2.5,9,0.000149385
230,CO,1,0.176059462
230,CO,10,0.455416473
230,CO,11,0.499504733
230,CO,12,0.575321587
230,CO,13,0.626784155
230,CO,14,0.793966943
230,CO,15,1.027879867
230,CO,16,1.037097598
230,CO,17,0.817533257
230,CO,18,0.949718742
230,CO,19,0.913671057
230,CO,2,0.241947249
230,CO,20,1.367360535
230,CO,21,1.21722755
230,CO,22,1.744666491
230,CO,23,1.426928485
230,CO,3,0.366301679
230,CO,4,0.470951098
230,CO,5,0.507298618
230,CO,6,0.607136659
230,CO,7,0.706435288
230,CO,8,0.986273495
230,CO,9,0.322366799
230,HC,1,0.073054561
230,HC,10,0.169839946
230,HC,11,0.191251741
230,HC,12,0.213677156
230,HC,13,0.229005455
230,HC,14,0.232314239
230,HC,15,0.233403972
230,HC,16,0.252196498
230,HC,17,0.257528518
230,HC,18,0.353941593
230,HC,19,0.313757769
230,HC,2,0.059918581
230,HC,20,0.283651577
230,HC,21,0.29507298
230,HC,22,0.24376883
230,HC,23,0.289400286
230,HC,3,0.123998349
230,HC,4,0.140785795
230,HC,5,0.159332113
230,HC,6,0.186711336
230,HC,7,0.214979738
230,HC,8,0.227546584
230,HC,9,0.132906849
230,NOx,1,0.012817623
230,NOx,10,0.052691827
230,NOx,11,0.063997838
230,NOx,12,0.069856757
230,NOx,13,0.080662948
230,NOx,14,0.094954873
230,NOx,15,0.111639421
230,NOx,16,0.129450521
230,NOx,17,0.076813748
230,NOx,18,0.227070977
230,NOx,19,0.154379416
230,NOx,2,0.010425644
230,NOx,20,0.150157852
230,NOx,21,0.174706654
230,NOx,22,0.062397948
230,NOx,23,0.060423686
230,NOx,3,0.024822819
230,NOx,4,0.033992056
230,NOx,5,0.040078759
230,NOx,6,0.050265855
230,NOx,7,0.068032229
230,NOx,8,0.078622862
230,NOx,9,0.030211127
230,PM2.5,1,0.000440653
230,PM2.5,10,0.001233879
230,PM2.5,11,0.001495863
230,PM2.5,12,0.00167732
230,PM2.5,13,0.002070825
230,PM2.5,14,0.003146339
230,PM2.5,15,0.004353525
230,PM2.5,16,0.005400156
230,PM2.5,17,0.005037241
230,PM2.5,18,0.003715909
230,PM2.5,19,0.005685465
230,PM2.5,2,0.000312094
230,PM2.5,20,0.010571636
230,PM2.5,21,0.00896775
230,PM2.5,22,0.009820858
230,PM2.5,23,0.020698512
230,PM2.5,3,0.000616649
230,PM2.5,4,0.00079101
230,PM2.5,5,0.001015251
230,PM2.5,6,0.001447727
230,PM2.5,7,0.002476622
230,PM2.5,8,0.003406426
230,PM2.5,9,0.000994768
231,CO,1,0.108369582
231,CO,10,0.280321729
231,CO,11,0.307459301
231,CO,12,0.35412672
231,CO,13,0.385803387
231,CO,14,0.488709126
231,CO,15,0.632689151
231,CO,16,0.638362925
231,CO,17,0.503214858
231,CO,18,0.584578766
231,CO,19,0.562390396
231,CO,2,0.14892538
231,CO,20,0.84164911
231,CO,21,0.749238009
231,CO,22,1.073891605
231,CO,23,0.878314869
231,CO,3,0.225469051
231,CO,4,0.289883731
231,CO,5,0.312256658
231,CO,6,0.373709798
231,CO,7,0.434830914
231,CO,8,0.607079251
231,CO,9,0.198425889
231,HC,1,0.073162806
231,HC,10,0.170091598
231,HC,11,0.191535119
231,HC,12,0.213993761
231,HC,13,0.229344773
231,HC,14,0.23265846
231,HC,15,0.233749807
231,HC,16,0.252570178
231,HC,17,0.257910098
231,HC,18,0.354466028
231,HC,19,0.314222664
231,HC,2,0.060007363
231,HC,20,0.284071863
231,HC,21,0.29551019
231,HC,22,0.244130022
231,HC,23,0.289829091
231,HC,3,0.124182077
231,HC,4,0.140994397
231,HC,5,0.159568196
231,HC,6,0.186987986
231,HC,7,0.215298274
231,HC,8,0.22788374
231,HC,9,0.133103777
231,NOx,1,0.00657546
231,NOx,10,0.027030989
231,NOx,11,0.03283099
231,NOx,12,0.035836625
231,NOx,13,0.041380217
231,NOx,14,0.048711997
231,NOx,15,0.057271196
231,NOx,16,0.066408318
231,NOx,17,0.039405572
231,NOx,18,0.116487763
231,NOx,19,0.07919688
231,NOx,2,0.005348372
231,NOx,20,0.077031211
231,NOx,21,0.089624784
231,NOx,22,0.032010244
231,NOx,23,0.030997445
231,NOx,3,0.012734145
231,NOx,4,0.017437977
231,NOx,5,0.020560466
231,NOx,6,0.025786462
231,NOx,7,0.034900639
231,NOx,8,0.04033365
231,NOx,9,0.015498355
231,PM2.5,1,0.000239126
231,PM2.5,10,0.000669579
231,PM2.5,11,0.000811748
231,PM2.5,12,0.000910218
231,PM2.5,13,0.001123758
231,PM2.5,14,0.001707399
231,PM2.5,15,0.002362493
231,PM2.5,16,0.00293046
231,PM2.5,17,0.00273352
231,PM2.5,18,0.002016483
231,PM2.5,19,0.003085286
231,PM2.5,2,0.000169362
231,PM2.5,20,0.005736826
231,PM2.5,21,0.004866458
231,PM2.5,22,0.005329408
231,PM2.5,23,0.011232298
231,PM2.5,3,0.000334632
231,PM2.5,4,0.000429251
231,PM2.5,5,0.000550938
231,PM2.5,6,0.000785627
231,PM2.5,7,0.001343969
231,PM2.5,8,0.001848538
231,PM2.5,9,0.000539823
232,CO,1,0.033344487
232,CO,10,0.08625284
232,CO,11,0.094602862
232,CO,12,0.108962068
232,CO,13,0.118708735
232,CO,14,0.150372039
232,CO,15,0.194673585
232,CO,16,0.196419362
232,CO,17,0.154835341
232,CO,18,0.17987039
232,CO,19,0.173043199
232,CO,2,0.045823194
232,CO,20,0.258968957
232,CO,21,0.230534772
232,CO,22,0.330428186
232,CO,23,0.270250729
232,CO,3,0.069375093
232,CO,4,0.089194994
232,CO,5,0.096078972
232,CO,6,0.11498763
232,CO,7,0.133794128
232,CO,8,0.186793616
232,CO,9,0.06105412
232,HC,1,0.032538452
232,HC,10,0.075646596
232,HC,11,0.085183395
232,HC,12,0.09517166
232,HC,13,0.101998874
232,HC,14,0.103472604
232,HC,15,0.10395797
232,HC,16,0.112328148
232,HC,17,0.114703026
232,HC,18,0.157645344
232,HC,19,0.139747496
232,HC,2,0.026687695
232,HC,20,0.126338219
232,HC,21,0.131425304
232,HC,22,0.108574471
232,HC,23,0.12889869
232,HC,3,0.05522878
232,HC,4,0.062705897
232,HC,5,0.070966415
232,HC,6,0.083161102
232,HC,7,0.095751829
232,HC,8,0.101349093
232,HC,9,0.05919662
232,NOx,1,0.006412122
232,NOx,10,0.026359524
232,NOx,11,0.03201545
232,NOx,12,0.034946423
232,NOx,13,0.04035231
232,NOx,14,0.047501964
232,NOx,15,0.055848548
232,NOx,16,0.064758699
232,NOx,17,0.038426716
232,NOx,18,0.113594143
232,NOx,19,0.077229586
232,NOx,2,0.005215515
232,NOx,20,0.075117713
232,NOx,21,0.087398455
232,NOx,22,0.031215092
232,NOx,23,0.030227451
232,NOx,3,0.012417821
232,NOx,4,0.017004808
232,NOx,5,0.020049732
232,NOx,6,0.025145912
232,NOx,7,0.034033688
232,NOx,8,0.03933174
232,NOx,9,0.015113367
232,PM2.5,1,0.000108283
232,PM2.5,10,0.000303206
232,PM2.5,11,0.000367584
232,PM2.5,12,0.000412174
232,PM2.5,13,0.000508872
232,PM2.5,14,0.000773162
232,PM2.5,15,0.001069808
232,PM2.5,16,0.001327001
232,PM2.5,17,0.00123782
232,PM2.5,18,0.000913124
232,PM2.5,19,0.001397111
232,PM2.5,2,7.67E-05
232,PM2.5,20,0.002597808
232,PM2.5,21,0.002203679
232,PM2.5,22,0.002413317
232,PM2.5,23,0.005086324
232,PM2.5,3,0.000151532
232,PM2.5,4,0.000194378
232,PM2.5,5,0.000249481
232,PM2.5,6,0.000355756
232,PM2.5,7,0.00060859
232,PM2.5,8,0.000837074
232,PM2.5,9,0.000244448
233,CO,1,0.01531387
233,CO,10,0.039612689
233,CO,11,0.043447541
233,CO,12,0.050042185
233,CO,13,0.054518463
233,CO,14,0.069060229
233,CO,15,0.089406265
233,CO,16,0.090208034
233,CO,17,0.071110056
233,CO,18,0.082607713
233,CO,19,0.079472241
233,CO,2,0.021044872
233,CO,20,0.118934714
233,CO,21,0.105875961
233,CO,22,0.151753254
233,CO,23,0.124116008
233,CO,3,0.031861374
233,CO,4,0.04096391
233,CO,5,0.044125463
233,CO,6,0.052809499
233,CO,7,0.061446617
233,CO,8,0.085787291
233,CO,9,0.028039864
233,HC,1,0.014656375
233,HC,10,0.034073683
233,HC,11,0.038369367
233,HC,12,0.042868406
233,HC,13,0.045943604
233,HC,14,0.04660742
233,HC,15,0.046826045
233,HC,16,0.050596245
233,HC,17,0.051665967
233,HC,18,0.071008582
233,HC,19,0.06294681
233,HC,2,0.012021004
233,HC,20,0.056906836
233,HC,21,0.059198224
233,HC,22,0.048905467
233,HC,23,0.058060155
233,HC,3,0.024876836
233,HC,4,0.028244772
233,HC,5,0.031965577
233,HC,6,0.03745846
233,HC,7,0.043129733
233,HC,8,0.045650922
233,HC,9,0.02666408
233,NOx,1,0.003781055
233,NOx,10,0.015543499
233,NOx,11,0.018878646
233,NOx,12,0.020606962
233,NOx,13,0.023794667
233,NOx,14,0.028010625
233,NOx,15,0.03293238
233,NOx,16,0.038186455
233,NOx,17,0.022659196
233,NOx,18,0.066983397
233,NOx,19,0.0455402
233,NOx,2,0.003075448
233,NOx,20,0.044294886
233,NOx,21,0.051536507
233,NOx,22,0.018406696
233,NOx,23,0.017824311
233,NOx,3,0.007322454
233,NOx,4,0.010027276
233,NOx,5,0.011822785
233,NOx,6,0.014827865
233,NOx,7,0.020068746
233,NOx,8,0.023192864
233,NOx,9,0.008911944
233,PM2.5,1,6.62E-05
233,PM2.5,10,0.000185292
233,PM2.5,11,0.000224635
233,PM2.5,12,0.000251884
233,PM2.5,13,0.000310977
233,PM2.5,14,0.000472488
233,PM2.5,15,0.000653772
233,PM2.5,16,0.000810945
233,PM2.5,17,0.000756446
233,PM2.5,18,0.00055802
233,PM2.5,19,0.00085379
233,PM2.5,2,4.69E-05
233,PM2.5,20,0.001587549
233,PM2.5,21,0.001346693
233,PM2.5,22,0.001474805
233,PM2.5,23,0.003108309
233,PM2.5,3,9.26E-05
233,PM2.5,4,0.000118787
233,PM2.5,5,0.000152461
233,PM2.5,6,0.000217406
233,PM2.5,7,0.000371916
233,PM2.5,8,0.000511545
233,PM2.5,9,0.000149385
234,CO,1,0.006434399
234,CO,10,0.016643987
234,CO,11,0.018255269
234,CO,12,0.021026128
234,CO,13,0.022906917
234,CO,14,0.029016903
234,CO,15,0.037565657
234,CO,16,0.037902535
234,CO,17,0.029878175
234,CO,18,0.034709123
234,CO,19,0.033391698
234,CO,2,0.008842383
234,CO,20,0.049972569
234,CO,21,0.044485698
234,CO,22,0.063761871
234,CO,23,0.052149583
234,CO,3,0.013387132
234,CO,4,0.017211727
234,CO,5,0.01854011
234,CO,6,0.022188865
234,CO,7,0.025817906
234,CO,8,0.03604508
234,CO,9,0.011781455
234,HC,1,0.006007598
234,HC,10,0.013966687
234,HC,11,0.015727473
234,HC,12,0.017571614
234,HC,13,0.018832127
234,HC,14,0.019104223
234,HC,15,0.019193837
234,HC,16,0.020739229
234,HC,17,0.021177704
234,HC,18,0.029106176
234,HC,19,0.025801683
234,HC,2,0.004927369
234,HC,20,0.023325919
234,HC,21,0.024265151
234,HC,22,0.020046185
234,HC,23,0.02379866
234,HC,3,0.01019693
234,HC,4,0.011577436
234,HC,5,0.013102582
234,HC,6,0.015354096
234,HC,7,0.017678731
234,HC,8,0.018712158
234,HC,9,0.010929516
234,NOx,1,0.002001995
234,NOx,10,0.008229979
234,NOx,11,0.009995874
234,NOx,12,0.010910983
234,NOx,13,0.012598811
234,NOx,14,0.014831078
234,NOx,15,0.017437051
234,NOx,16,0.020218981
234,NOx,17,0.011997601
234,NOx,18,0.035466399
234,NOx,19,0.024112645
234,NOx,2,0.00162839
234,NOx,20,0.023453276
234,NOx,21,0.027287573
234,NOx,22,0.009745986
234,NOx,23,0.009437624
234,NOx,3,0.003877096
234,NOx,4,0.005309247
234,NOx,5,0.006259934
234,NOx,6,0.007851064
234,NOx,7,0.010626009
234,NOx,8,0.012280168
234,NOx,9,0.0047187
234,PM2.5,1,6.62E-05
234,PM2.5,10,0.000185292
234,PM2.5,11,0.000224635
234,PM2.5,12,0.000251884
234,PM2.5,13,0.000310977
234,PM2.5,14,0.000472488
234,PM2.5,15,0.000653772
234,PM2.5,16,0.000810945
234,PM2.5,17,0.000756446
234,PM2.5,18,0.00055802
234,PM2.5,19,0.00085379
234,PM2.5,2,4.69E-05
234,PM2.5,20,0.001587549
234,PM2.5,21,0.001346693
234,PM2.5,22,0.001474805
234,PM2.5,23,0.003108309
234,PM2.5,3,9.26E-05
234,PM2.5,4,0.000118787
234,PM2.5,5,0.000152461
234,PM2.5,6,0.000217406
234,PM2.5,7,0.000371916
234,PM2.5,8,0.000511545
234,PM2.5,9,0.000149385
235,CO,1,0.006434399
235,CO,10,0.016643987
235,CO,11,0.018255269
235,CO,12,0.021026128
235,CO,13,0.022906917
235,CO,14,0.029016903
235,CO,15,0.037565657
235,CO,16,0.037902535
235,CO,17,0.029878175
235,CO,18,0.034709123
235,CO,19,0.033391698
235,CO,2,0.008842383
235,CO,20,0.049972569
235,CO,21,0.044485698
235,CO,22,0.063761871
235,CO,23,0.052149583
235,CO,3,0.013387132
235,CO,4,0.017211727
235,CO,5,0.01854011
235,CO,6,0.022188865
235,CO,7,0.025817906
235,CO,8,0.03604508
235,CO,9,0.011781455
235,HC,1,0.006007598
235,HC,10,0.013966687
235,HC,11,0.015727473
235,HC,12,0.017571614
235,HC,13,0.018832127
235,HC,14,0.019104223
235,HC,15,0.019193837
235,HC,16,0.020739229
235,HC,17,0.021177704
235,HC,18,0.029106176
235,HC,19,0.025801683
235,HC,2,0.004927369
235,HC,20,0.023325919
235,HC,21,0.024265151
235,HC,22,0.020046185
235,HC,23,0.02379866
235,HC,3,0.01019693
235,HC,4,0.011577436
235,HC,5,0.013102582
235,HC,6,0.015354096
235,HC,7,0.017678731
235,HC,8,0.018712158
235,HC,9,0.010929516
235,NOx,1,0.001500944
235,NOx,10,0.006170216
235,NOx,11,0.00749415
235,NOx,12,0.00818023
235,NOx,13,0.009445635
235,NOx,14,0.011119221
235,NOx,15,0.013072982
235,NOx,16,0.015158663
235,NOx,17,0.008994894
235,NOx,18,0.026590023
235,NOx,19,0.018077838
235,NOx,2,0.001220843
235,NOx,20,0.017583492
235,NOx,21,0.020458158
235,NOx,22,0.007306803
235,NOx,23,0.007075617
235,NOx,3,0.002906753
235,NOx,4,0.003980471
235,NOx,5,0.004693225
235,NOx,6,0.005886134
235,NOx,7,0.007966578
235,NOx,8,0.009206741
235,NOx,9,0.003537725
235,PM2.5,1,6.62E-05
235,PM2.5,10,0.000185292
235,PM2.5,11,0.000224635
235,PM2.5,12,0.000251884
235,PM2.5,13,0.000310977
235,PM2.5,14,0.000472488
235,PM2.5,15,0.000653772
235,PM2.5,16,0.000810945
235,PM2.5,17,0.000756446
235,PM2.5,18,0.00055802
235,PM2.5,19,0.00085379
235,PM2.5,2,4.69E-05
235,PM2.5,20,0.001587549
235,PM2.5,21,0.001346693
235,PM2.5,22,0.001474805
235,PM2.5,23,0.003108309
235,PM2.5,3,9.26E-05
235,PM2.5,4,0.000118787
235,PM2.5,5,0.000152461
235,PM2.5,6,0.000217406
235,PM2.5,7,0.000371916
235,PM2.5,8,0.000511545
235,PM2.5,9,0.000149385
310,CO,1,0.025036962
310,CO,10,0.064763603
310,CO,11,0.071033281
310,CO,12,0.081815
310,CO,13,0.089133359
310,CO,14,0.112907993
310,CO,15,0.146172147
310,CO,16,0.147482977
310,CO,17,0.116259298
310,CO,18,0.135057055
310,CO,19,0.129930807
310,CO,2,0.034406695
310,CO,20,0.194448818
310,CO,21,0.173098793
310,CO,22,0.248104526
310,CO,23,0.202919823
310,CO,3,0.052090818
310,CO,4,0.066972742
310,CO,5,0.072141629
310,CO,6,0.08633934
310,CO,7,0.100460342
310,CO,8,0.140255412
310,CO,9,0.045842952
310,HC,1,0.024203585
310,HC,10,0.056269391
310,HC,11,0.063363297
310,HC,12,0.070793024
310,HC,13,0.075871418
310,HC,14,0.076967645
310,HC,15,0.077328683
310,HC,16,0.083554804
310,HC,17,0.085321346
310,HC,18,0.117263802
310,HC,19,0.103950566
310,HC,2,0.019851526
310,HC,20,0.093976134
310,HC,21,0.09776014
310,HC,22,0.080762647
310,HC,23,0.095880729
310,HC,3,0.041081687
310,HC,4,0.046643508
310,HC,5,0.052788058
310,HC,6,0.061859023
310,HC,7,0.071224581
310,HC,8,0.075388081
310,HC,9,0.044033148
310,NOx,1,0.003798713
310,NOx,10,0.01561609
310,NOx,11,0.018966812
310,NOx,12,0.020703199
310,NOx,13,0.023905792
310,NOx,14,0.028141439
310,NOx,15,0.033086179
310,NOx,16,0.038364792
310,NOx,17,0.022765018
310,NOx,18,0.06729622
310,NOx,19,0.04575288
310,NOx,2,0.003089811
310,NOx,20,0.04450175
310,NOx,21,0.051777192
310,NOx,22,0.018492659
310,NOx,23,0.017907554
310,NOx,3,0.007356651
310,NOx,4,0.010074105
310,NOx,5,0.011878
310,NOx,6,0.014897113
310,NOx,7,0.020162471
310,NOx,8,0.023301179
310,NOx,9,0.008953565
310,PM2.5,1,4.21E-05
310,PM2.5,10,0.000117913
310,PM2.5,11,0.000142949
310,PM2.5,12,0.00016029
310,PM2.5,13,0.000197894
310,PM2.5,14,0.000300674
310,PM2.5,15,0.000416037
310,PM2.5,16,0.000516056
310,PM2.5,17,0.000481375
310,PM2.5,18,0.000355104
310,PM2.5,19,0.000543321
310,PM2.5,2,2.98E-05
310,PM2.5,20,0.001010259
310,PM2.5,21,0.000856986
310,PM2.5,22,0.000938512
310,PM2.5,23,0.001978015
310,PM2.5,3,5.89E-05
310,PM2.5,4,7.56E-05
310,PM2.5,5,9.70E-05
310,PM2.5,6,0.000138349
310,PM2.5,7,0.000236674
310,PM2.5,8,0.000325529
310,PM2.5,9,9.51E-05
311,CO,1,0.003131408
311,CO,10,0.008100074
311,CO,11,0.008884231
311,CO,12,0.010232716
311,CO,13,0.011148033
311,CO,14,0.014121559
311,CO,15,0.018281953
311,CO,16,0.018445901
311,CO,17,0.014540712
311,CO,18,0.016891773
311,CO,19,0.016250626
311,CO,2,0.004303293
311,CO,20,0.024319984
311,CO,21,0.021649706
311,CO,22,0.031030777
311,CO,23,0.025379464
311,CO,3,0.006515071
311,CO,4,0.008376374
311,CO,5,0.009022854
311,CO,6,0.010798581
311,CO,7,0.012564714
